Term;Scientific Name;Type;workId;WordsFrame;Sentence
bamboo;Bambusoideae;organism;PG16589;84.0;strange and foreign bamboo mattings, withes, and poles performed strange and foreign functions.
ray;Rajomorphii;organism;PG16589;84.0;the gardener, brown and old and wrinkled, his cue wound neatly beneath his tremendous, woven-straw umbrella of a hat, possessing no english, no emotion, no single ray of the sort of intelligence required to penetrate into our occidental world, bent over his work.
duck;Anatidae;organism;PG16589;84.0;it is a fact well known to all californians that a chinaman can with no more extensive properties than a few pieces of red paper, a partition, a dingy curtain, and a varnished duck transform utterly an american tenement into a chinese pagoda.
horse;Equus ferus caballus;organism;PG16589;84.0;so we rounded the circle and came to the most important single feature of the ranch--the quarters for the horses.
horse;Equus ferus caballus;organism;PG16589;84.0;here stood and were fed the working horses.
horse;Equus ferus caballus;organism;PG16589;84.0;by that i mean not only the mule and horse teams, but also the utility driving teams and the saddle horses used by the cowboys.
mule;Equus mulus;organism;PG16589;84.0;by that i mean not only the mule and horse teams, but also the utility driving teams and the saddle horses used by the cowboys.
animal;Animalia;organism;PG16589;84.0;on the ranch are always several hundred head of beautiful animals, and of these the best are kept up for the use of the captain and his friends.
horse;Equus ferus caballus;organism;PG16589;84.0;"""we had such beautiful horses,"" said she, ""that i thought we ought to have something to go with them, so i sent up to the city for my brougham."
sombrero;Ratibida columnifera;organism;PG16589;84.0;"well, i drove around all that winter, when the weather was bad, in a well-appointed brougham drawn by a good team in a proper harness, and on the box sat a lean-faced cow puncher in sombrero, red handkerchief, and blue jeans!"""
horse;Equus ferus caballus;organism;PG16589;85.0;tom led forth the horses one after the other--kingmaker, the fiddler, pittapat, and the others.
animal;Animalia;organism;PG16589;85.0;they drove the wagons and hay ricks into the spacious enclosure, and set leisurely about the task of caring for their animals.
goose;Anserinae;organism;PG16589;85.0;i was hearing the calling of myriads of snow geese.
bird;Aves;organism;PG16589;85.0;chapter iv the early bird i was awakened rather early by redmond, who silently entered the room, lit a kerosene stove, closed the windows, and departed.
pig;Sus;organism;PG16589;85.0;i clambered over the corral fence, made my way through a hundred acres or so of slumbering pigs, and so emerged into the open country.
pig;Suidae;organism;PG16589;85.0;i clambered over the corral fence, made my way through a hundred acres or so of slumbering pigs, and so emerged into the open country.
willow;Salix;organism;PG16589;85.0;in the middle distance and perhaps a mile away was a low fringe of brush, to the left an equal distance a group of willows, and almost behind me a clump of cottonwoods.
willow;Salix;organism;PG16589;85.0;i resolved to walk over to the brush, swing around to the willows, turn to the cottonwoods, and so back to the ranch.
rose;Rosa;organism;PG16589;85.0;the mountains were turning from the rose pink of early morning.
sandhill crane;Grus canadensis;organism;PG16589;85.0;i could hear again the bickering cries of the snow geese and sandhill cranes away in an unknown distance, the homelier calls of barnyard fowl nearer at hand.
goose;Anserinae;organism;PG16589;85.0;i could hear again the bickering cries of the snow geese and sandhill cranes away in an unknown distance, the homelier calls of barnyard fowl nearer at hand.
crane;Grus;organism;PG16589;85.0;i could hear again the bickering cries of the snow geese and sandhill cranes away in an unknown distance, the homelier calls of barnyard fowl nearer at hand.
cattle;Bos taurus;organism;PG16589;85.0;cattle trotted before me and to right and left, their heads high, their gait swinging with the freedom of the half-wild animals of the ranges.
animal;Animalia;organism;PG16589;85.0;cattle trotted before me and to right and left, their heads high, their gait swinging with the freedom of the half-wild animals of the ranges.
duck;Anatidae;organism;PG16589;85.0;seven ducks leaped into the air apparently from the bare, open, and dry ground!
duck;Anatidae;organism;PG16589;85.0;"who in blazes would have expected ducks here?"""
duck;Anatidae;organism;PG16589;85.0;in the meantime, the trained part of me had jerked the gun off my shoulder, pushed forward the safety catch, and prepared for one hasty long shot at the last and slowest of the ducks.
duck;Anatidae;organism;PG16589;85.0;i had the satisfaction of seeing the duck's outstretched neck wilt, of hearing him hit the ground with a thud somewhere beyond.
duck;Anatidae;organism;PG16589;86.0;in the meantime, my duck was on the other side, i was in my citizen's clothes.
duck;Anatidae;organism;PG16589;86.0;sure enough, not a hundred and fifty yards away floated another band of ducks.
duck;Anatidae;organism;PG16589;86.0;then i dropped back far enough so that, even standing erect, i would be below the line of vision of those ducks, strolled along until opposite my landmarks, then, bolt upright, walked directly forward, the gun at ready.
duck;Anatidae;organism;PG16589;86.0;when within twenty yards the ducks arose.
duck;Anatidae;organism;PG16589;86.0;this seemed to be an exceedingly unique and interesting way to shoot ducks.
duck;Anatidae;organism;PG16589;86.0;i repeated the feat a half mile farther on, discovered a flood gate over which i could get to the other side, collected my five ducks, and cut across country to the ranch.
quail;Perdicinae;organism;PG16589;86.0;chapter v quail the family assembled took my statement with extraordinary calm, contenting themselves with a general inquiry as to the species.
duck;Anatidae;organism;PG16589;86.0;you see at this time i was not accustomed to the casual duck.
duck;Anatidae;organism;PG16589;86.0;therefore i had considered myself in great luck to have blundered upon my ducks so casually, and, furthermore, from the family's general air of leisure and unpreparedness, jumped to the conclusion that no field sport was projected for that day.
coffee;Coffea arabica;organism;PG16589;86.0;mrs. kitty presided beside a copper coffee pot with a bell-shaped glass top.
coffee;Coffea arabica;organism;PG16589;86.0;from a spigot one drew off coffee.
ram;Ovis aries;organism;PG16589;87.0;"""i don't mean blind shooting,"" said he, ""just ram around."""
duck;Anatidae;organism;PG16589;87.0;now there are three major topics on the ranch,namely, ducks, quail, and ponies.
quail;Perdicinae;organism;PG16589;87.0;now there are three major topics on the ranch,namely, ducks, quail, and ponies.
wildcat;Felis silvestris;organism;PG16589;87.0;in addition to these are five of minor interest,the mail, cattle, jackrabbits, coons, and wildcats.
cattle;Bos taurus;organism;PG16589;87.0;in addition to these are five of minor interest,the mail, cattle, jackrabbits, coons, and wildcats.
quail;Perdicinae;organism;PG16589;87.0;i was already familiar with the valley quail, for i had hunted him since i was a small boy with the first sixteen-gauge gun ever brought to the coast.
bird;Aves;organism;PG16589;87.0;i knew him for a very speedy bird, much faster than our bob white, dwelling in the rounded sagebrush hills, travelling in flocks of from twenty to several thousand, exceedingly given to rapid leg work.
palm;Arecaceae;organism;PG16589;87.0;we drove down the avenue of palms, pursued by four or five yapping dachshunds, and so out into a long, narrow lane between pasture fences.
cattle;Bos taurus;organism;PG16589;87.0;here, too, were cattle standing about.
fox;Vulpes;organism;PG16589;87.0;we met a cowboy jingling by at his fox trot, then came to the country road.
tree;Tracheophyta;organism;PG16589;87.0;the country was perfectly flat, but variegated by patches of greasewood, of sagebrush, of egyptian-corn fields, and occasionally by a long, narrow fringe of trees.
greasewood;Sarcobatus;organism;PG16589;87.0;the country was perfectly flat, but variegated by patches of greasewood, of sagebrush, of egyptian-corn fields, and occasionally by a long, narrow fringe of trees.
tree;Tracheophyta;organism;PG16589;87.0;here, too, were many examples of that phenomenon so vigorously doubted by most easterners,the long rows of trees grown from original cotton wood or poplar fence posts.
cotton;Gossypium;organism;PG16589;87.0;here, too, were many examples of that phenomenon so vigorously doubted by most easterners,the long rows of trees grown from original cotton wood or poplar fence posts.
buzzard;Buteo;organism;PG16589;87.0;a number of buzzards circled.
tumbleweed;Kali (Amaranthaceae);organism;PG16589;87.0;after a time we turned off the road and into a country covered over with tumbleweed, a fine umber red growth six or eight inches high, and scattered sagebrush.
quail;Perdicinae;organism;PG16589;88.0;across a ten-foot barren ran the quail, their crests cocked forward, their trim figures held close as a sprinter goes, rank after rank, their heads high in the alert manner of quail.
horse;Equus ferus caballus;organism;PG16589;88.0;the captain sat down, jerked off the brake, and spoke to his horses.
quail;Perdicinae;organism;PG16589;88.0;before those quail knew it we were among them.
horse;Equus ferus caballus;organism;PG16589;88.0;the captain brought his horses to a stand with great satisfaction.
quail;Perdicinae;organism;PG16589;88.0;on this preliminary scattering depends the success of a chase after california quail.
tree;Tracheophyta;organism;PG16589;88.0;we hitched the horses to a tree, released old ben, and started forth.
horse;Equus ferus caballus;organism;PG16589;88.0;we hitched the horses to a tree, released old ben, and started forth.
bird;Aves;organism;PG16589;88.0;the birds lay well in the low cover, and the shooting was clean and open.
bird;Aves;organism;PG16589;88.0;apparently the birds worked slowly through the cover ahead of us, but hesitated to cross the open spots, and so bunched at the edge.
bird;Aves;organism;PG16589;88.0;by walking in a zigzag along some of these borders, we gathered in many scattered birds and small bunches.
quail;Perdicinae;organism;PG16589;88.0;if you walk in a straight line, so the quail can foretell your course, it is very apt either to flush wild or to hide so close that you pass it by.
horse;Equus ferus caballus;organism;PG16589;88.0;these robust little animals were not miniature horses, but genuine ponies, with all the deviltry, endurance, and speed of their kind.
animal;Animalia;organism;PG16589;88.0;these robust little animals were not miniature horses, but genuine ponies, with all the deviltry, endurance, and speed of their kind.
dog;Canis lupus familiaris;organism;PG16589;88.0;horses would have drowned in like circumstances, but the ponies, nothing daunted, dug in their hoofs and scrambled out like a pair of dogs, incidentally dipping their mistress on the way.
horse;Equus ferus caballus;organism;PG16589;88.0;horses would have drowned in like circumstances, but the ponies, nothing daunted, dug in their hoofs and scrambled out like a pair of dogs, incidentally dipping their mistress on the way.
dog;Canidae;organism;PG16589;88.0;horses would have drowned in like circumstances, but the ponies, nothing daunted, dug in their hoofs and scrambled out like a pair of dogs, incidentally dipping their mistress on the way.
greasewood;Sarcobatus;organism;PG16589;88.0;in the shade of a high greasewood we unpacked the pony carriage.
quail;Perdicinae;organism;PG16589;89.0;there were sandwiches, of course, and a salad, and the tea, but wonderful to contemplate was a deep dish of potted quail, row after row of them, with delicious white sauce.
cat;Felis;organism;PG16589;89.0;the horses snoozed, a hind leg tucked up, old ben lay outstretched in doggy content, mrs. kitty knit or crocheted or something of that sort, and carrie and the captain and i took cat naps.
horse;Equus ferus caballus;organism;PG16589;89.0;the horses snoozed, a hind leg tucked up, old ben lay outstretched in doggy content, mrs. kitty knit or crocheted or something of that sort, and carrie and the captain and i took cat naps.
ray;Rajomorphii;organism;PG16589;89.0;at length, the sun's rays no longer striking warm from overhead, the captain aroused us sternly.
grass;Agrostis capillaris;organism;PG16589;89.0;the birds had pitched down into the old furrows, and whenever a tuft of grass, a piece of tumbleweed, or a shallow grassy ditch offered a handful of cover, there the game was to be found.
tumbleweed;Kali (Amaranthaceae);organism;PG16589;89.0;the birds had pitched down into the old furrows, and whenever a tuft of grass, a piece of tumbleweed, or a shallow grassy ditch offered a handful of cover, there the game was to be found.
bird;Aves;organism;PG16589;89.0;the birds had pitched down into the old furrows, and whenever a tuft of grass, a piece of tumbleweed, or a shallow grassy ditch offered a handful of cover, there the game was to be found.
grass;Poaceae;organism;PG16589;89.0;the birds had pitched down into the old furrows, and whenever a tuft of grass, a piece of tumbleweed, or a shallow grassy ditch offered a handful of cover, there the game was to be found.
dog;Canis lupus familiaris;organism;PG16589;89.0;carrie made a first-rate dog, marking down the birds unerringly.
bird;Aves;organism;PG16589;89.0;carrie made a first-rate dog, marking down the birds unerringly.
dog;Canidae;organism;PG16589;89.0;carrie made a first-rate dog, marking down the birds unerringly.
quail;Perdicinae;organism;PG16589;89.0;the quail flew low and hard, offering in the gathering twilight and against the neutral-coloured earth marks worthy of good shooting.
bird;Aves;organism;PG16589;89.0;of a thousand or so birds we had bagged forty-odd, and yet of the remainder we would have had difficulty in flushing another dozen.
quail;Perdicinae;organism;PG16589;89.0;it is the mystery of the quail, and one that the sportsman can never completely comprehend.
bird;Aves;organism;PG16589;89.0;as we clambered into the invigorator we could hear from all directions the birds signalling each other.
horse;Equus ferus caballus;organism;PG16589;89.0;"one got genuine ""horse exercise"" out of them."
animal;Animalia;organism;PG16589;89.0;from chihuahua he brought in some of the best mustang mares he could find, and, in case you have frederick remington's pictures of starved winter-range animals in mind, let me tell you a good mustang is a very handsome animal indeed.
animal;Animalia;organism;PG16589;90.0;only one or two of the many could back the animals at all, though many aspirants made a try at it.
animal;Animalia;organism;PG16589;90.0;it seemed a pity, for they were beautiful animals, up to full polo size, deep chested, strong shouldered, close coupled, and speedy.
horse;Equus ferus caballus;organism;PG16589;90.0;"""there's your horse,"" remarked the captain in a matter-of-course tone."
animal;Animalia;organism;PG16589;90.0;the animals chafed to be away, and when we loosened the reins, leaped forward in long bounds.
swallow;Hirundinidae;organism;PG16589;90.0;over the rough country they skimmed like swallows, their hoofs hardly seeming to touch the ground, the powerful muscles playing smoothly beneath us like engines.
cattle;Bos taurus;organism;PG16589;90.0;after it followed a long line of cattle.
horse;Equus ferus caballus;organism;PG16589;90.0;we could see the smoke of it rising from a long distance, and the horses and men were brown with it.
cattle;Bos taurus;organism;PG16589;90.0;and again we rode softly for miles over greensward through the cattle, at a gentle fox trot, so as not to disturb them.
fox;Vulpes;organism;PG16589;90.0;and again we rode softly for miles over greensward through the cattle, at a gentle fox trot, so as not to disturb them.
heron;Ardea;organism;PG16589;90.0;at several points stood great blue herons, like sentinels, decorative as a japanese screen, absolutely motionless.
great blue heron;Ardea herodias;organism;PG16589;90.0;at several points stood great blue herons, like sentinels, decorative as a japanese screen, absolutely motionless.
grass;Agrostis capillaris;organism;PG16589;90.0;underneath the surface we could see the short green grass of the turf that thus received its refreshment.
grass;Poaceae;organism;PG16589;90.0;underneath the surface we could see the short green grass of the turf that thus received its refreshment.
duck;Anatidae;organism;PG16589;91.0;so accustomed did the ducks become to these amphibious people that they hardly troubled themselves to get out of the way, and were utterly careless of how near they flew.
duck;Anatidae;organism;PG16589;91.0;uncle jim once disguised himself as an irrigation chinaman and got all kinds of shooting--until the ducks found him out.
duck;Anatidae;organism;PG16589;91.0;ducks, tame and wild, have a lot of sense.
tree;Tracheophyta;organism;PG16589;91.0;everywhere we went, and wherever a small clump of trees or even large brush offered space, hung the carcasses of coyotes, wildcats, and lynx.
wildcat;Felis silvestris;organism;PG16589;91.0;everywhere we went, and wherever a small clump of trees or even large brush offered space, hung the carcasses of coyotes, wildcats, and lynx.
coyote;Canis latrans;organism;PG16589;91.0;everywhere we went, and wherever a small clump of trees or even large brush offered space, hung the carcasses of coyotes, wildcats, and lynx.
grass;Agrostis capillaris;organism;PG16589;91.0;the irrigated fields had given place to open country of a semi-desert character grown high with patches of greasewood, sagebrush, thorn-bush, with wide patches of scattered bunch grass, and stretches of alkali waste.
greasewood;Sarcobatus;organism;PG16589;91.0;the irrigated fields had given place to open country of a semi-desert character grown high with patches of greasewood, sagebrush, thorn-bush, with wide patches of scattered bunch grass, and stretches of alkali waste.
grass;Poaceae;organism;PG16589;91.0;the irrigated fields had given place to open country of a semi-desert character grown high with patches of greasewood, sagebrush, thorn-bush, with wide patches of scattered bunch grass, and stretches of alkali waste.
cattle;Bos taurus;organism;PG16589;91.0;i will spare you details, but the function of the place was to make glue, soap, and the like of those cattle whose term of life was marked by misfortune rather than by the butcher's knife.
buzzard;Buteo;organism;PG16589;91.0;the captain claimed he was as good as a buzzard at locating the newly demised.
alfalfa;Medicago sativa;organism;PG16589;91.0;the captain had to enclose his precious alfalfa fields with rabbit-proof wire to prevent utter destruction.
rabbit;Lagomorpha;organism;PG16589;91.0;there was a good deal of fence, naturally, and occasionally the inquiring rabbit would find a hole and crawl through.
clover;Trifolium;organism;PG16589;91.0;then he was in alfalfa, which is, as every californian knows, much better than being in clover.
alfalfa;Medicago sativa;organism;PG16589;91.0;then he was in alfalfa, which is, as every californian knows, much better than being in clover.
dog;Canis lupus familiaris;organism;PG16589;91.0;for now, behold, enter the dogs.
dog;Canidae;organism;PG16589;91.0;for now, behold, enter the dogs.
beast;Animalia;organism;PG16589;91.0;ordinarily these dogs, who were also wise beasts, passed by the jackrabbit in his abundance with only inhibited longing.
dog;Canis lupus familiaris;organism;PG16589;91.0;ordinarily these dogs, who were also wise beasts, passed by the jackrabbit in his abundance with only inhibited longing.
dog;Canidae;organism;PG16589;91.0;ordinarily these dogs, who were also wise beasts, passed by the jackrabbit in his abundance with only inhibited longing.
jack;Esox lucius;organism;PG16589;92.0;but in the alfalfa fields was a chance, for it must be remembered that such fields were surrounded by the rabbit-proof wire in which but a single opening was known to the jack in question.
alfalfa;Medicago sativa;organism;PG16589;92.0;but in the alfalfa fields was a chance, for it must be remembered that such fields were surrounded by the rabbit-proof wire in which but a single opening was known to the jack in question.
dog;Canis lupus familiaris;organism;PG16589;92.0;therefore, with huge delight, the dogs gave chase.
dog;Canidae;organism;PG16589;92.0;therefore, with huge delight, the dogs gave chase.
rabbit;Lagomorpha;organism;PG16589;92.0;mr. rabbit bolted back for his opening, his enemies fairly at his heels.
dog;Canis lupus familiaris;organism;PG16589;92.0;the dogs knew perfectly well that if the rabbit hit the hole in the fence he was safe for all of them, and they had learned, further, that if the rabbit missed his plunge for safety he would collide strongly with that tight-strung wire.
rabbit;Lagomorpha;organism;PG16589;92.0;the dogs knew perfectly well that if the rabbit hit the hole in the fence he was safe for all of them, and they had learned, further, that if the rabbit missed his plunge for safety he would collide strongly with that tight-strung wire.
dog;Canidae;organism;PG16589;92.0;the dogs knew perfectly well that if the rabbit hit the hole in the fence he was safe for all of them, and they had learned, further, that if the rabbit missed his plunge for safety he would collide strongly with that tight-strung wire.
dog;Canis lupus familiaris;organism;PG16589;92.0;then the dogs turned and trotted philosophically back to the ranch.
dog;Canidae;organism;PG16589;92.0;then the dogs turned and trotted philosophically back to the ranch.
rabbit;Lagomorpha;organism;PG16589;92.0;but the other two times the rabbit would miss.
dog;Canis lupus familiaris;organism;PG16589;92.0;though thousands may consider this another nature-fake, i shall always have the comfort of thinking that the captain and the dogs know it for the truth.
dog;Canidae;organism;PG16589;92.0;though thousands may consider this another nature-fake, i shall always have the comfort of thinking that the captain and the dogs know it for the truth.
coyote;Canis latrans;organism;PG16589;92.0;their carcasses are destroyed almost immediately by the carrion creatures, and their delicate bones, scattered by the ravens, buzzards, and coyotes, soon disintegrate and pass into the soil.
buzzard;Buteo;organism;PG16589;92.0;their carcasses are destroyed almost immediately by the carrion creatures, and their delicate bones, scattered by the ravens, buzzards, and coyotes, soon disintegrate and pass into the soil.
mule;Equus mulus;organism;PG16589;92.0;will be always with us.
greasewood;Sarcobatus;organism;PG16589;92.0;the greasewood and thorn-bush grew in long, narrow patches.
ragweed;Senecio aureus;organism;PG16589;92.0;the ragweed grew everywhere it pleased, affording grand cover for the quail.
quail;Perdicinae;organism;PG16589;92.0;the ragweed grew everywhere it pleased, affording grand cover for the quail.
tumbleweed;Kali (Amaranthaceae);organism;PG16589;92.0;the tumbleweed banked high wherever, in the mysterious dispensations of providence, a call for tumbleweed had made itself heard.
tumbleweed;Kali (Amaranthaceae);organism;PG16589;92.0;the tumbleweed is a curious vegetable.
tumbleweed;Kali (Amaranthaceae);organism;PG16589;92.0;and then, inasmuch as the tumbleweed is roughly globular in shape, some three or four feet in diameter, and exceedingly light in structure, over and over it rolls across the plain!
horse;Equus ferus caballus;organism;PG16589;92.0;the experienced horse treats them with the contempt such light-minded senility deserves, and wades through their phantom attack indifferent.
tumbleweed;Kali (Amaranthaceae);organism;PG16589;92.0;after the breeze has died the debauched old tumbleweeds are everywhere to be seen, piled up against brush, choking the ditches, filling the roads.
duck;Anatidae;organism;PG16589;92.0;wherever we found water, there we found ducks.
sandhill crane;Grus canadensis;organism;PG16589;92.0;the sky, too, was rarely empty of them, and the cries of the snow geese and the calls of sandhill cranes were rarely still.
goose;Anserinae;organism;PG16589;92.0;the sky, too, was rarely empty of them, and the cries of the snow geese and the calls of sandhill cranes were rarely still.
crane;Grus;organism;PG16589;92.0;the sky, too, was rarely empty of them, and the cries of the snow geese and the calls of sandhill cranes were rarely still.
duck;Anatidae;organism;PG16589;92.0;"""ducks!"""
duck;Anatidae;organism;PG16589;92.0;"""why, you haven't begun to see ducks!"
duck;Anatidae;organism;PG16589;93.0;"""that,"" said the captain, indicating, ""is a pond covered with ducks."""
duck;Anatidae;organism;PG16589;93.0;all at once a mighty roar burst on our ears, like the rush of a heavy train over a high trestle, and immediately the air ahead of us was filled with ducks towering.
bird;Aves;organism;PG16589;93.0;the sky became fairly obscured with them in the sense that it seemed inconceivable that hither space could contain another bird.
mosquito;Culicidae;organism;PG16589;93.0;before the retina of the eye they swarmed exactly as a nearer cloud of mosquitoes would appear.
duck;Anatidae;organism;PG16589;93.0;it seemed that all the ducks in the world must be a-wing, and yet, even after that, a third body arose, its rush sounding like the abrupt, overwhelming noise of a cataract in a sudden shift of wind.
duck;Anatidae;organism;PG16589;93.0;i should be afraid to guess how many ducks had been on that lake.
duck;Anatidae;organism;PG16589;93.0;i suppose it would be a simple matter to compute within a few thousand how many ducks would occupy so much space, but of what avail?
goose;Anserinae;organism;PG16589;93.0;in the last flight had been a band of several hundred snow geese, and against the whiteness of their plumage the sun shone.
duck;Anatidae;organism;PG16589;93.0;"""that,"" observed the captain with conviction, ""is what you might call ducks."""
dog;Canis lupus familiaris;organism;PG16589;93.0;"""i wouldn't have killed those dogs for anything in the world!"""
dog;Canidae;organism;PG16589;93.0;"""i wouldn't have killed those dogs for anything in the world!"""
duck;Anatidae;organism;PG16589;94.0;i settled back with a sigh of repletion---- the door opened to admit the waitress bearing a huge platter on which reposed, side by side, five ducks.
duck;Anatidae;organism;PG16589;94.0;"""of course you must eat your duck!"""
duck;Anatidae;organism;PG16589;94.0;so i ate my duck.
corn;Zea mays;organism;PG16589;94.0;it was a very good duck, as indeed it should have been, for it was fattened on egyptian corn, hung the exact number of days, and cooked by charley.
duck;Anatidae;organism;PG16589;94.0;it was a very good duck, as indeed it should have been, for it was fattened on egyptian corn, hung the exact number of days, and cooked by charley.
pepper;Capsicum frutescens;organism;PG16589;94.0;it had a little spout of celery down which i could pour the abundant juice from its inside, and it was flanked right and left respectively by a piece of lemon liberally sprinkled with red pepper and sundry crisp slabs of fried hominy.
celery;Apium;organism;PG16589;94.0;it had a little spout of celery down which i could pour the abundant juice from its inside, and it was flanked right and left respectively by a piece of lemon liberally sprinkled with red pepper and sundry crisp slabs of fried hominy.
duck;Anatidae;organism;PG16589;94.0;"every night of the shooting season each member of the household had ""his duck."""
coffee;Coffea arabica;organism;PG16589;94.0;after i had made way with most of my duck, and other things, and had had my coffee, and had lighted a cigar, i was entirely willing to sink back to disgraceful ease.
duck;Anatidae;organism;PG16589;94.0;after i had made way with most of my duck, and other things, and had had my coffee, and had lighted a cigar, i was entirely willing to sink back to disgraceful ease.
duck;Anatidae;organism;PG16589;94.0;"""do you mean to tell me that you can sit still and do nothing after seeing all those ducks this afternoon?"
horse;Equus ferus caballus;organism;PG16589;94.0;by the horse block lay the mass of something indeterminate which i presently saw to be sacks full of something knobby.
duck;Anatidae;organism;PG16589;95.0;on its surface floated a hundred or so tame ducks of all descriptions.
duck;Anatidae;organism;PG16589;95.0;"""most of these rouen ducks are old hands at the business, they know what to expect."""
duck;Anatidae;organism;PG16589;95.0;"""i don't know just why it is,"" said he, ""but the wild ducks are a lot more particular about the live decoys than about the wooden."
duck;Anatidae;organism;PG16589;95.0;chapter viii ducks the captain rapped on my door.
horse;Equus ferus caballus;organism;PG16589;95.0;the captain spoke to his horses, and we were off.
horse;Equus ferus caballus;organism;PG16589;95.0;the night was absolutely black, so that i could hardly make out the horses.
horse;Equus ferus caballus;organism;PG16589;95.0;the front end of the invigorator immediately fell away from under me, so that if i had not been obeying orders by hanging tight i should most certainly have plunged forward against the horses.
willow;Salix;organism;PG16589;95.0;the approach was down no fenced lane, but across the open, with no other landmarks even in daylight than the break of low willows and cottonwoods exactly like a hundred others.
duck;Anatidae;organism;PG16589;96.0;accordingly, in entire faith, i descended and unloaded my three sacks of wooden decoys and my three sacks of live ducks and my gun and shells.
duck;Anatidae;organism;PG16589;96.0;"""why,"" he explained, ""the fence is straight ahead of you, and it's barbed wire, and as for where you're headed, you'll find the pond where we saw all those ducks last night about a hundred yards or so west."""
duck;Anatidae;organism;PG16589;96.0;where we saw all those ducks!
bush;Viburnum plicatum;organism;PG16589;96.0;now that i was afoot, i could begin to make out things in the starlight--the silhouettes of bushes or brush, and even three or four posts of the fence.
duck;Anatidae;organism;PG16589;96.0;my movements had, of course, alarmed the ducks.
duck;Anatidae;organism;PG16589;96.0;it is curious how strong the daylight must become before the eye can distinguish a duck in flight.
duck;Anatidae;organism;PG16589;96.0;the comparative paucity of numbers, i reflected, was probably due to the fact that the ducks used this pond merely as a loafing place during the day.
willow;Salix;organism;PG16589;96.0;this i constructed of tumbleweed and willow shoots, with a lucky sagebrush as a good basis.
tumbleweed;Kali (Amaranthaceae);organism;PG16589;96.0;this i constructed of tumbleweed and willow shoots, with a lucky sagebrush as a good basis.
duck;Anatidae;organism;PG16589;96.0;there can nothing equal the busyness of a man hastening to perfect his arrangements before a flight of ducks is due to start.
duck;Anatidae;organism;PG16589;96.0;i reached cautiously into one of the sacks and brought forth one of the decoy ducks.
duck;Anatidae;organism;PG16589;96.0;three times the overhead whistle of wings had warned me to hurry, and twice small flocks of ducks had actually swung down within range only to discover me at the last moment and tower away again.
duck;Anatidae;organism;PG16589;96.0;that is a puppy stage, for by the time you get your gun those ducks are gone, and by the time you have regained your abandoned task more ducks are in.
duck;Anatidae;organism;PG16589;96.0;therefore one early learns that when he goes out from his blind to pick up ducks, or catch cripples, or arrange decoys, he would better do so, paying no attention whatever to the game that will immediately appear.
cat;Felis;organism;PG16589;97.0;the wind swooped and tore away at the brush, sending its fan-shaped cat's-paws across the surface of the pond.
duck;Anatidae;organism;PG16589;97.0;my ducks, having finished their ablutions, now gave a leisurely attention to smoothing out their plumes ruffled by the night in the gunnysack.
mallard;Anas platyrhynchos;organism;PG16589;97.0;low against the growing splendour of the sunrise, wings rigidly set, came a flock of mallards.
duck;Anatidae;organism;PG16589;97.0;my ducks fairly stood up on their tails the better to hurl invitations and inducements at their wild brethren.
mallard;Anas platyrhynchos;organism;PG16589;97.0;the chorus praising this particular spot was vociferous and unanimous, i wonder what the mallards thought of the other fifty or sixty in my flock, the wooden ones, that sat placidly aloof.
duck;Anatidae;organism;PG16589;97.0;"did they consider these remarkably exclusive, or did they perhaps look upon the live ones as the ""boosters"" committee for this particular piece of duck real estate?"
mallard;Anas platyrhynchos;organism;PG16589;97.0;the mallard is ordinarily a wily bird and circles your pond a number of times before deciding to come in to wooden decoys.
bird;Aves;organism;PG16589;97.0;the mallard is ordinarily a wily bird and circles your pond a number of times before deciding to come in to wooden decoys.
green-head;Morone saxatilis;organism;PG16589;97.0;at the proper moment i got to my feet, and, by good fortune, knocked down two fat green-heads.
duck;Anatidae;organism;PG16589;97.0;they fell with a splash right among my ducks.
teal;Anas crecca;organism;PG16589;97.0;next a flock of teal whirled down wind, stooped, and were gone like a flash.
duck;Anatidae;organism;PG16589;97.0;a duck shooter ought to be out in a storm, a good cold storm.
duck;Anatidae;organism;PG16589;97.0;that sort of discomfort goes with duck shooting.
duck;Anatidae;organism;PG16589;98.0;yet here i was sitting out in a warm, summerlike day in my shirt sleeves, waiting comfortably--and the ducks were coming in, too!
duck;Anatidae;organism;PG16589;98.0;the ducks were still coming in fast.
duck;Anatidae;organism;PG16589;98.0;to my immense surprise i found that i had thirty-seven ducks down.
duck;Anatidae;organism;PG16589;98.0;it had not occurred to me that i had shot half that number, which is perhaps commentary on how fast ducks had been coming in.
duck;Anatidae;organism;PG16589;98.0;lastly we gathered in the live ducks.
bird;Aves;organism;PG16589;98.0;redmond appeared with an immense open hamper into which he dumped the birds two by two, keeping tally in a loud voice.
horse;Equus ferus caballus;organism;PG16589;98.0;his vehicle was a battered but serviceable two-wheeled cart drawn by a placid though adequate horse.
wildcat;Felis silvestris;organism;PG16589;98.0;"he conducted various trapping ventures for ""varmints,"" at which he seemed to have moderate success, for he often brought in a wildcat or coyote."
coyote;Canis latrans;organism;PG16589;98.0;"he conducted various trapping ventures for ""varmints,"" at which he seemed to have moderate success, for he often brought in a wildcat or coyote."
